# time, R, alfa_r, veloc, accel
9.20,6370643.68374133,0.00002568,148.32663604,17.53842055
9.30,6370657.83231218,0.00002642,150.05620688,17.56444436
9.40,6370672.13519327,0.00002718,151.78806971,17.59038081
9.50,6370686.59236787,0.00002795,153.52221645,17.61623000
9.60,6370701.20381811,0.00002873,155.25863903,17.64199204
9.70,6370715.96952493,0.00002953,156.99732939,17.66766707
9.80,6370730.88946814,0.00003034,158.73827952,17.69325526
9.90,6370745.96362641,0.00003116,160.48148141,17.71875678
10.00,6370761.19197729,0.00003200,162.22692707,17.74417186
10.10,6370776.57449721,0.00003285,163.97460856,17.76950072
10.20,6370792.11116151,0.00003371,165.72451795,17.79474361
10.30,6370807.80194442,0.00003459,167.47664735,17.81990081
10.40,6370823.64681909,0.00003549,169.23098891,17.84497263
10.50,6370839.64575762,0.00003639,170.98753480,17.86995939
10.60,6370855.79873103,0.00003732,172.74627723,17.89486142
10.70,6370872.10570930,0.00003825,174.50720848,17.91967909
10.80,6370888.56666137,0.00003920,176.27032082,17.94441280
10.90,6370905.18155517,0.00004017,178.03560661,17.96906294
11.00,6370921.95035759,0.00004115,179.80305823,17.99362995
11.10,6370938.87303455,0.00004214,181.57266812,18.01811428
11.20,6370955.94955095,0.00004315,183.34442876,18.04251640
11.30,6370973.17987073,0.00004417,185.11833269,18.06683681
11.40,6370990.56395686,0.00004521,186.89437250,18.09107601
11.50,6371008.10177134,0.00004626,188.67254084,18.11523454
11.60,6371025.79327525,0.00004733,190.45283040,18.13931296
11.70,6371043.63842872,0.00004842,192.23523396,18.16331184
11.80,6371061.63719097,0.00004952,194.01974433,18.18723177
11.90,6371079.78952032,0.00005063,195.80635442,18.21107337
12.00,6371098.09537417,0.00005176,197.59505716,18.23483727
12.10,6371116.55470906,0.00005290,199.38584559,18.25852412
12.20,6371135.16748065,0.00005407,201.17871279,18.28213460
12.30,6371153.93364375,0.00005524,202.97365193,18.30566941
12.40,6371172.85314555,0.00005643,204.77051070,18.32770269
12.50,6371191.92591698,0.00005764,206.56909479,18.34782367
12.60,6371211.15187720,0.00005887,208.36934909,18.36739702
12.70,6371230.53094178,0.00006011,210.17125425,18.38677290
12.80,6371250.06302434,0.00006136,211.97479083,18.40595090
12.90,6371269.74803657,0.00006263,213.77993936,18.42493046
13.00,6371289.58588822,0.00006392,215.58668029,18.44371104
13.10,6371309.57648712,0.00006523,217.39499403,18.46229212
13.20,6371329.71973914,0.00006655,219.20486093,18.48067323
13.30,6371350.01554823,0.00006788,221.01626127,18.49885395
13.40,6371370.46381644,0.00006924,222.82917532,18.51683386
13.50,6371391.06444385,0.00007061,224.64358327,18.53461260
13.60,6371411.81732866,0.00007199,226.45946530,18.55218984
13.70,6371432.72236713,0.00007340,228.27680153,18.56956529
13.80,6371453.77945361,0.00007482,230.09557207,18.58673868
13.90,6371474.98848053,0.00007625,231.91575698,18.60370980
14.00,6371496.34933845,0.00007771,233.73733632,18.62047845
14.10,6371517.86191599,0.00007918,235.56029009,18.63704449
14.20,6371539.52609103,0.00008067,237.38440518,18.65151946
14.30,6371561.34171910,0.00008217,239.20940732,18.66330675
14.40,6371583.30863908,0.00008369,241.03520810,18.67422417
14.50,6371605.42668425,0.00008523,242.86177306,18.68479906
14.60,6371627.69568475,0.00008679,244.68906767,18.69503113
14.70,6371650.11546761,0.00008836,246.51705735,18.70491967
14.80,6371672.68585672,0.00008995,248.34570743,18.71446408
14.90,6371695.40667286,0.00009156,250.17498316,18.72366382
15.00,6371718.27773368,0.00009319,252.00484975,18.73251841
15.10,6371741.29885371,0.00009483,253.83527233,18.74102747
15.20,6371764.46984439,0.00009649,255.66621600,18.74919068
15.30,6371787.79051402,0.00009817,257.49764582,18.75700781
15.40,6371811.26066781,0.00009987,259.32952682,18.76447870
15.50,6371834.88010786,0.00010159,261.16182399,18.77160327
15.60,6371858.64863322,0.00010332,262.99450234,18.77838151
15.70,6371882.56603979,0.00010507,264.82752683,18.78481352
15.80,6371906.63212046,0.00010684,266.66086246,18.79089943
15.90,6371930.84665726,0.00010862,268.49430345,18.79497393
16.00,6371955.20937780,0.00011043,270.32684869,18.78928282
16.10,6371979.71992596,0.00011225,272.15764490,18.77527485
16.20,6372004.37790377,0.00011409,273.98661250,18.76049416
16.30,6372029.18290652,0.00011595,275.81367335,18.74495518
16.40,6372054.13452285,0.00011783,277.63874954,18.72866068
16.50,6372079.23233478,0.00011973,279.46176341,18.71161373
16.60,6372104.47591775,0.00012164,281.28263762,18.69381767
16.70,6372129.86484067,0.00012358,283.10129511,18.67527613
16.80,6372155.39866597,0.00012553,284.91765919,18.65599304
16.90,6372181.07694962,0.00012750,286.73165354,18.63597263
17.00,6372206.89924119,0.00012949,288.54320227,18.61521940
17.10,6372232.86508393,0.00013149,290.35222990,18.59373815
17.20,6372258.97401478,0.00013352,292.15866141,18.57153396
17.30,6372285.22556445,0.00013556,293.96242230,18.54861219
17.40,6372311.61925750,0.00013763,295.76343858,18.52497850
17.50,6372338.15461234,0.00013971,297.56163680,18.50063882
17.60,6372364.83114135,0.00014181,299.35694409,18.47559934
17.70,6372391.64832580,0.00014393,301.14872566,18.44440251
17.80,6372418.60558074,0.00014606,302.93612186,18.40487255
17.90,6372445.70226970,0.00014822,304.71882415,18.36236518
18.00,6372472.93773899,0.00015040,306.49673879,18.31896715
18.10,6372500.31132736,0.00015259,308.26977387,18.27469729
18.20,6372527.82236620,0.00015480,310.03783884,18.22956963
18.30,6372555.47017965,0.00015704,311.80084450,18.18359863
18.40,6372583.25408475,0.00015929,313.55870309,18.13679910
18.50,6372611.17339159,0.00016156,315.31132829,18.08918626
18.60,6372639.22740342,0.00016385,317.05863529,18.04077571
18.70,6372667.41541685,0.00016615,318.80054080,17.99158338
18.80,6372695.73672196,0.00016848,320.53696311,17.94162558
18.90,6372724.19060246,0.00017082,322.26782211,17.89091894
19.00,6372752.77633587,0.00017319,323.99303930,17.83948044
19.10,6372781.49319365,0.00017557,325.71253789,17.78732733
19.20,6372810.34044138,0.00017797,327.42624277,17.73447721
19.30,6372839.31733891,0.00018039,329.13408053,17.68094792
19.40,6372868.42314055,0.00018283,330.83597958,17.62675762
19.50,6372897.65707030,0.00018529,332.53130527,17.56647502
19.60,6372927.01829565,0.00018777,334.21939001,17.49979281
19.70,6372956.50595101,0.00019027,335.90012856,17.43213949
19.80,6372986.11916399,0.00019278,337.57344841,17.36383273
19.90,6373015.85705695,0.00019532,339.23927966,17.29489927
20.00,6373045.71874726,0.00019787,340.89755497,17.22536500
20.10,6373075.70334752,0.00020044,342.54820949,17.15525605
20.20,6373105.80996583,0.00020303,344.19118097,17.08459868
20.30,6373136.03770594,0.00020564,345.82640971,17.01341931
20.40,6373166.38566757,0.00020827,347.45383862,16.94174447
20.50,6373196.85294662,0.00021092,349.07341321,16.86960082
20.60,6373227.43863537,0.00021358,350.68508159,16.79701508
20.70,6373258.14182276,0.00021627,352.28879452,16.72401403
20.80,6373288.96159462,0.00021897,353.88450534,16.65062449
20.90,6373319.89703388,0.00022169,355.47217007,16.57687330
21.00,6373350.94722082,0.00022443,357.05174733,16.50278729
21.10,6373382.11123332,0.00022719,358.62319839,16.42839327
21.20,6373413.38814707,0.00022997,360.18648714,16.35371799
21.30,6373444.77703581,0.00023277,361.74158010,16.27878816
21.40,6373476.27697158,0.00023558,363.28844640,16.20363037
21.50,6373507.88702492,0.00023842,364.82705781,16.12827112
21.60,6373539.60626511,0.00024127,366.35738866,16.05273678
21.70,6373571.43379665,0.00024414,367.88025127,15.98501004
21.80,6373603.36884023,0.00024703,369.39749037,15.93490077
21.90,6373635.41074151,0.00024994,370.91012406,15.89451390
22.00,6373667.55889058,0.00025286,372.41814514,15.85408800
22.10,6373699.81267743,0.00025581,373.92154390,15.81360006
22.20,6373732.17149183,0.00025877,375.42031169,15.77306018
22.30,6373764.63472347,0.00026175,376.91444087,15.73247850
22.40,6373797.20176202,0.00026475,378.40392483,15.69186511
22.50,6373829.87204032,0.00026777,379.88975828,15.66071819
22.60,6373862.64511036,0.00027081,381.37369865,15.64625259
22.70,6373895.52063325,0.00027386,382.85651371,15.63907026
22.80,6373928.49830400,0.00027694,384.33821797,15.63202898
22.90,6373961.57784536,0.00028003,385.81943966,15.63094304
23.00,6373994.75905206,0.00028314,387.30122369,15.63975248
23.10,6374028.04178252,0.00028627,388.78400848,15.65270813
23.20,6374061.42591517,0.00028942,390.26782396,15.66594183
23.30,6374094.91135690,0.00029259,391.75330841,15.68521308
23.40,6374128.49808399,0.00029577,393.24144737,15.71380578
23.50,6374162.18613117,0.00029898,394.73262748,15.74604922
23.60,6374195.97555147,0.00030220,396.22689785,15.77874895
23.70,6374229.86640168,0.00030545,397.72430745,15.81190365
23.80,6374263.85874239,0.00030871,399.22490555,15.84551625
23.90,6374297.95263802,0.00031199,400.72874175,15.87958972
24.00,6374332.14815680,0.00031529,402.23586595,15.91412707
24.10,6374366.44537080,0.00031861,403.74632837,15.94913134
24.20,6374400.84435599,0.00032195,405.26017957,15.98460562
24.30,6374435.34519222,0.00032531,406.77747042,16.02055303
24.40,6374469.94796324,0.00032868,408.29825212,16.05697671
24.50,6374504.65275673,0.00033208,409.82257621,16.09387986
24.60,6374539.45966433,0.00033550,411.35049454,16.13126571
24.70,6374574.36878167,0.00033893,412.88205933,16.16913754
24.80,6374609.38020833,0.00034239,414.41732313,16.20749865
24.90,6374644.49404796,0.00034586,415.95633883,16.24635239
25.00,6374679.71040820,0.00034936,417.49915968,16.28570217
25.10,6374715.02940077,0.00035287,419.04583928,16.32555141
25.20,6374750.45114397,0.00035641,420.59649072,16.36646378
25.30,6374785.97576794,0.00035996,422.15129267,16.40906041
25.40,6374821.60341499,0.00036354,423.71036646,16.45279868
25.50,6374857.33423446,0.00036713,425.27377003,16.49707820
25.60,6374893.16838011,0.00037075,426.84156165,16.54190239
25.70,6374929.10601007,0.00037439,428.41380000,16.58727537
25.80,6374965.14728692,0.00037804,429.99054420,16.63320134
25.90,6375001.29237768,0.00038172,431.57185379,16.67968453
26.00,6375037.54145387,0.00038541,433.15778873,16.72672923
26.10,6375073.89469153,0.00038913,434.74840946,16.77433982
26.20,6375110.35227123,0.00039287,436.34377682,16.82252070
26.30,6375146.91437809,0.00039663,437.94395212,16.87127635
26.40,6375183.58120187,0.00040041,439.54899714,16.92061132
26.50,6375220.35293692,0.00040421,441.15897411,16.97053021
26.60,6375257.22978228,0.00040803,442.77394572,17.02103769
26.70,6375294.21194165,0.00041187,444.39397515,17.07213849
26.80,6375331.29962347,0.00041573,446.01912605,17.12383742
26.90,6375368.49304092,0.00041962,447.64946256,17.17613934
27.00,6375405.79241998,0.00042352,449.28524220,17.23087990
27.10,6375443.19801456,0.00042745,450.92689322,17.28968032
27.20,6375480.71010574,0.00043140,452.57465600,17.35075892
27.30,6375518.32898700,0.00043537,454.22860565,17.41254819
27.40,6375556.05495741,0.00043936,455.88881787,17.47505393
27.50,6375593.88832162,0.00044337,457.55536901,17.53828303
27.60,6375631.82938994,0.00044741,459.22833614,17.60224249
27.70,6375669.87847835,0.00045146,460.90779703,17.66693943
27.80,6375708.03590861,0.00045554,462.59383017,17.73238106
27.90,6375746.30200822,0.00045964,464.28651476,17.79857473
28.00,6375784.67711055,0.00046377,465.98593076,17.86552788
28.10,6375823.16155484,0.00046791,467.69215885,17.93324808
28.20,6375861.75568628,0.00047208,469.40528049,18.00174301
28.30,6375900.45985604,0.00047627,471.12537791,18.07102048
28.40,6375939.27442131,0.00048048,472.85253411,18.14108840
28.50,6375978.19974540,0.00048471,474.58683291,18.21195484
28.60,6376017.23619776,0.00048897,476.32835891,18.28362796
28.70,6376056.38412345,0.00049325,478.07645250,18.34901930
28.80,6376095.64380835,0.00049755,479.83034873,18.40712423
28.90,6376135.01550508,0.00050188,481.59001793,18.46494289
29.00,6376174.49946719,0.00050623,483.35552679,18.52339282
29.10,6376214.09595314,0.00051060,485.12694255,18.58247975
29.20,6376253.80522631,0.00051499,486.90433296,18.64220878
29.30,6376293.62755502,0.00051941,488.68776628,18.70258508
29.40,6376333.56321262,0.00052385,490.47731128,18.76361386
29.50,6376373.61247746,0.00052832,492.27303726,18.82530041
29.60,6376413.77563296,0.00053281,494.07501404,18.88765009
29.70,6376454.05296762,0.00053732,495.88331197,18.95066831
29.80,6376494.44477508,0.00054185,497.69800195,19.01436056
29.90,6376534.95135413,0.00054641,499.51915542,19.07873238
30.00,6376575.57300875,0.00055100,501.34684438,19.14378941
30.10,6376616.31004815,0.00055561,503.18114137,19.20953732
30.20,6376657.16278680,0.00056024,505.02211952,19.27598188
30.30,6376698.13154449,0.00056489,506.86985252,19.34312892
30.40,6376739.21664631,0.00056957,508.72441464,19.41098433
30.50,6376780.41842274,0.00057428,510.58588072,19.47955410
30.60,6376821.73720967,0.00057901,512.45432623,19.54884426
30.70,6376863.17334842,0.00058376,514.32982721,19.61886093
30.80,6376904.72718580,0.00058854,516.21246032,19.68961032
30.90,6376946.39907416,0.00059334,518.10230282,19.76109868
31.00,6376988.18937138,0.00059817,519.99943260,19.83333237
31.10,6377030.09844096,0.00060302,521.90392820,19.90631781
31.20,6377072.12665202,0.00060790,523.81586875,19.98006150
31.30,6377114.27437937,0.00061280,525.73533406,20.05457002
31.40,6377156.54200354,0.00061773,527.66240459,20.12985003
31.50,6377198.92991082,0.00062268,529.59716145,20.20590827
31.60,6377241.43849154,0.00062766,531.53964251,20.28233126
31.70,6377284.06809632,0.00063266,533.48883661,20.34907210
31.80,6377326.81899541,0.00063769,535.44376408,20.40643072
31.90,6377369.69142161,0.00064275,537.40448326,20.46434405
32.00,6377412.68561197,0.00064783,539.37105374,20.52282406
32.10,6377455.80180784,0.00065294,541.34353545,20.58187439
32.20,6377499.04025490,0.00065807,543.32198866,20.64149868
32.30,6377542.40120313,0.00066323,545.30647404,20.70170061
32.40,6377585.88490692,0.00066841,547.29705259,20.76248388
32.50,6377629.49162500,0.00067363,549.29378567,20.82385220
32.60,6377673.22162052,0.00067886,551.29673504,20.88580934
32.70,6377717.07516105,0.00068413,553.30596278,20.94835908
32.80,6377761.05251857,0.00068942,555.32153137,21.01150522
32.90,6377805.15396956,0.00069474,557.34350366,21.07525160
33.00,6377849.37978198,0.00070008,559.37161506,21.13645696
33.10,6377893.73019106,0.00070545,561.40531674,21.19239436
33.20,6377938.20540089,0.00071085,563.44438195,21.24615213
33.30,6377982.80560824,0.00071627,565.48886291,21.30040641
33.40,6378027.53101365,0.00072173,567.53881243,21.35516260
33.50,6378072.38182147,0.00072720,569.59428356,21.41042348
33.60,6378117.35823986,0.00073271,571.65532961,21.46619186
33.70,6378162.46048080,0.00073824,573.72200422,21.52247057
33.80,6378207.68876010,0.00074380,575.79436124,21.57926244
33.90,6378253.04329745,0.00074939,577.87245484,21.63657029
34.00,6378298.52431638,0.00075501,579.95633944,21.69439700
34.10,6378344.13204432,0.00076065,582.04606977,21.75274542
34.20,6378389.86671260,0.00076632,584.14170081,21.81161843
34.30,6378435.72855643,0.00077202,586.24328782,21.87101891
34.40,6378481.71781499,0.00077775,588.35088636,21.93094978
34.50,6378527.83473136,0.00078350,590.46455226,21.99141393
34.60,6378574.07955259,0.00078928,592.58434163,22.05241430
34.70,6378620.45252971,0.00079509,594.71031087,22.11395382
34.80,6378666.95391772,0.00080093,596.84251666,22.17603543
34.90,6378713.58397561,0.00080680,598.98101596,22.23866210
35.00,6378760.34296639,0.00081270,601.12586603,22.30183678
35.10,6378807.23115710,0.00081862,603.27712440,22.36556247
35.20,6378854.24881882,0.00082457,605.43484890,22.42984214
35.30,6378901.39622667,0.00083055,607.59909764,22.49467882
35.40,6378948.67365987,0.00083656,609.76992903,22.56007550
35.50,6378996.08137650,0.00084260,611.94675269,22.61978954
35.60,6379043.61957356,0.00084867,614.12859603,22.67014309
35.70,6379091.28839710,0.00085477,616.31512727,22.71729956
35.80,6379139.08798174,0.00086089,618.50638915,22.76486215
35.90,6379187.01846517,0.00086705,620.70242511,22.81283735
36.00,6379235.07998824,0.00087323,622.90327876,22.86122735
36.10,6379283.27269498,0.00087945,625.10899397,22.91003437
36.20,6379331.59673254,0.00088569,627.31961481,22.95926060
36.30,6379380.05225126,0.00089196,629.53518556,23.00890825
36.40,6379428.63940467,0.00089827,631.75575071,23.05897952
36.50,6379477.35834948,0.00090460,633.98135500,23.10947663
36.60,6379526.20924562,0.00091096,636.21204333,23.16040177
36.70,6379575.19225623,0.00091735,638.44786088,23.21175717
36.80,6379624.30754766,0.00092377,640.68885300,23.26354503
36.90,6379673.55528951,0.00093022,642.93506527,23.31576759
37.00,6379722.93565463,0.00093671,645.18654349,23.36842704
37.10,6379772.44881911,0.00094322,647.44333367,23.42152562
37.20,6379822.09496232,0.00094976,649.70548204,23.47506555
37.30,6379871.87426689,0.00095633,651.97303505,23.52904906
37.40,6379921.78691876,0.00096293,654.24603936,23.58347836
37.50,6379971.83310714,0.00096957,656.52454185,23.63835570
37.60,6380022.01302458,0.00097623,658.80858960,23.69368330
37.70,6380072.32686690,0.00098292,661.09822994,23.74946340
37.80,6380122.77483330,0.00098965,663.39351039,23.80569824
37.90,6380173.35712627,0.00099640,665.69447869,23.86239005
38.00,6380224.07395168,0.00100319,668.00118280,23.91954108
38.10,6380274.92551875,0.00101001,670.31367090,23.97715357
38.20,6380325.91204005,0.00101685,672.63199139,24.03522976
38.30,6380377.03373154,0.00102373,674.95619287,24.09377190
38.40,6380428.29081258,0.00103064,677.28632417,24.15278224
38.50,6380479.68350590,0.00103759,679.62243433,24.21226303
38.60,6380531.21203766,0.00104456,681.96457261,24.27221653
38.70,6380582.87663742,0.00105156,684.31278849,24.33264499
38.80,6380634.67753818,0.00105860,686.66713167,24.39355066
38.90,6380686.61497638,0.00106567,689.02765204,24.45493582
39.00,6380738.68919188,0.00107277,691.39439975,24.51680270
39.10,6380790.90042802,0.00107990,693.76742513,24.57915359
39.20,6380843.24893161,0.00108706,696.14677874,24.64199074
39.30,6380895.73495292,0.00109426,698.53251137,24.70531642
39.40,6380948.35874571,0.00110149,700.92467399,24.76913289
39.50,6381001.12056724,0.00110875,703.32331783,24.83344242
39.60,6381054.02067827,0.00111604,705.72849432,24.89824729
39.70,6381107.05935739,0.00112336,708.14063646,24.96723380
39.80,6381160.23692247,0.00113072,710.56036803,25.04224560
39.90,6381213.55372320,0.00113811,712.98792576,25.11954584
40.00,6381267.01011918,0.00114553,715.42334990,25.19723710
40.10,6381320.60647250,0.00115299,717.86668057,25.27531805
40.20,6381374.34314776,0.00116047,720.31795790,25.35378936
40.30,6381428.22051207,0.00116800,722.77722212,25.43265169
40.40,6381482.23893500,0.00117555,725.24451348,25.51190569
40.50,6381536.39878865,0.00118314,727.71987229,25.59155202
40.60,6381590.70044762,0.00119076,730.20333893,25.67159134
40.70,6381645.14428900,0.00119841,732.69495381,25.75202432
40.80,6381699.73069238,0.00120610,735.19475740,25.83285161
40.90,6381754.46003984,0.00121382,737.70279024,25.91407386
41.00,6381809.33271598,0.00122158,740.21909291,25.99569175
41.10,6381864.34910790,0.00122937,742.74370603,26.07770592
41.20,6381919.50960518,0.00123719,745.27667030,26.16011704
41.30,6381974.81459992,0.00124505,747.81802646,26.24292576
41.40,6382030.26448672,0.00125294,750.36781530,26.32613275
41.50,6382085.85966267,0.00126087,752.92607767,26.40973865
41.60,6382141.60052737,0.00126883,755.49285446,26.49374414
41.70,6382197.48748293,0.00127682,758.06818664,26.57814986
41.80,6382253.52093396,0.00128485,760.65211521,26.66295647
41.90,6382309.70128757,0.00129292,763.24468124,26.74816462
42.00,6382366.02895337,0.00130102,765.84592583,26.83377498
42.10,6382422.50434347,0.00130915,768.45589016,26.91978820
42.20,6382479.12787252,0.00131732,771.07461545,27.00620493
42.30,6382535.89995763,0.00132553,773.70214297,27.09302583
42.40,6382592.82101845,0.00133377,776.33851406,27.18025155
42.50,6382649.89147711,0.00134204,778.98377009,27.26788274
42.60,6382707.11175826,0.00135036,781.63795250,27.35592006
42.70,6382764.48228908,0.00135870,784.30110279,27.44436415
42.80,6382822.00349921,0.00136709,786.97326249,27.53321567
42.90,6382879.67582083,0.00137551,789.65447320,27.62247526
43.00,6382937.49968864,0.00138396,792.34477657,27.71214358
43.10,6382995.47553981,0.00139246,795.04421430,27.80222128
43.20,6383053.60381406,0.00140099,797.75282815,27.89270899
43.30,6383111.88495360,0.00140955,800.47065993,27.98360737
43.40,6383170.31940315,0.00141815,803.19775150,28.07491706
43.50,6383228.90760996,0.00142679,805.93414478,28.16663871
43.60,6383287.65002377,0.00143547,808.67988173,28.25877296
43.70,6383346.54709685,0.00144418,811.43500439,28.35132045
43.80,6383405.59928397,0.00145293,814.19955482,28.44428183
43.90,6383464.80704242,0.00146172,816.97357515,28.53765773
44.00,6383524.17083202,0.00147054,819.75710757,28.63144879
44.10,6383583.69111509,0.00147940,822.55019431,28.72565566
44.20,6383643.36835646,0.00148830,825.35287766,28.82027897
44.30,6383703.20302349,0.00149724,828.16519996,28.91531935
44.40,6383763.19558605,0.00150621,830.98720361,29.01077745
44.50,6383823.34651654,0.00151523,833.81893104,29.10665389
44.60,6383883.65628988,0.00152428,836.66042476,29.20294931
44.70,6383944.12538348,0.00153337,839.51172733,29.29966434
44.80,6384004.75427730,0.00154250,842.37288134,29.39679961
44.90,6384065.54345382,0.00155167,845.24392945,29.49435575
45.00,6384126.49339803,0.00156087,848.12491438,29.59233340
45.10,6384187.60459744,0.00157012,851.01587888,29.69073317
45.20,6384248.87754211,0.00157940,853.91686578,29.78955570
45.30,6384310.31272459,0.00158872,856.82791794,29.88880160
45.40,6384371.91063997,0.00159808,859.74907828,29.98847151
45.50,6384433.67178588,0.00160748,862.68038978,30.08856604
45.60,6384495.59666244,0.00161692,865.62189545,30.18908582
45.70,6384557.68577234,0.00162640,868.57363838,30.29003148
45.80,6384619.93962078,0.00163592,871.53566170,30.39140362
45.90,6384682.35871547,0.00164548,874.50800858,30.49320287
46.00,6384744.94356667,0.00165508,877.49072227,30.59542984
46.10,6384807.69468718,0.00166473,880.48384605,30.69808516
46.20,6384870.61259232,0.00167441,883.48742326,30.80116944
46.30,6384933.69779992,0.00168413,886.50149729,30.90468329
46.40,6384996.95083039,0.00169389,889.52611158,31.00862733
46.50,6385060.37220664,0.00170369,892.56130963,31.11300217
46.60,6385123.96245412,0.00171353,895.60713498,31.21780842
46.70,6385187.72210082,0.00172342,898.66363125,31.32304669
46.80,6385251.65167727,0.00173334,901.73084207,31.42871760
46.90,6385315.75171653,0.00174331,904.80881115,31.53482176
47.00,6385380.02275422,0.00175332,907.89758225,31.64135977
47.10,6385444.46532847,0.00176337,910.99719917,31.74833224
47.20,6385509.07997996,0.00177346,914.10770578,31.85573978
47.30,6385573.86725193,0.00178359,917.22914599,31.96358300
47.40,6385638.82769014,0.00179377,920.36156376,32.07186251
47.50,6385703.96184290,0.00180399,923.50500310,32.18057890
47.60,6385769.27026108,0.00181425,926.65950810,32.28973279
47.70,6385834.75349807,0.00182455,929.82512287,32.39932478
47.80,6385900.41210983,0.00183489,933.00189158,32.50935548
47.90,6385966.24665485,0.00184528,936.18985845,32.61982550
48.00,6386032.25769419,0.00185571,939.38906777,32.73073543
48.10,6386098.44579144,0.00186619,942.59956387,32.84208588
48.20,6386164.81151276,0.00187670,945.82139113,32.95387747
48.30,6386231.35542684,0.00188726,949.05459399,33.06611078
48.40,6386298.07810494,0.00189787,952.29921693,33.17878643
48.50,6386364.98012087,0.00190852,955.55530449,33.29190503
48.60,6386432.06205101,0.00191921,958.82290128,33.40546718
48.70,6386499.32447428,0.00192994,962.10205194,33.51947348
48.80,6386566.76797215,0.00194072,965.39280116,33.63392455
48.90,6386634.39312869,0.00195155,968.69519370,33.74882098
49.00,6386702.20053049,0.00196241,972.00927438,33.86416340
49.10,6386770.19076673,0.00197333,975.33508804,33.97995241
49.20,6386838.36442913,0.00198428,978.67267962,34.09618861
49.30,6386906.72211201,0.00199529,982.02209406,34.21287263
49.40,6386975.26441221,0.00200633,985.38337641,34.33000506
49.50,6387043.99192919,0.00201743,988.75657172,34.44758654
49.60,6387112.90526494,0.00202857,992.14172515,34.56561767
49.70,6387182.00502405,0.00203975,995.53888187,34.68409907
49.80,6387251.29181366,0.00205098,998.94808713,34.80303135
49.90,6387320.76624350,0.00206225,1002.36938622,34.92241515
50.00,6387390.42892587,0.00207357,1005.80282449,35.04225108
50.10,6387460.11403708,0.00208491,1004.45056915,-15.24790577
50.20,6387529.65568009,0.00209625,1003.10510951,-15.18975867
50.30,6387599.05440454,0.00210757,1001.76872839,-15.11149168
50.40,6387668.31083403,0.00211889,1000.44129727,-15.03450481
50.50,6387737.42558243,0.00213020,999.12268876,-14.95878459
50.60,6387806.39925410,0.00214150,997.81277780,-14.88430735
50.70,6387875.23244398,0.00215279,996.51144157,-14.81104995
50.80,6387943.92573781,0.00216408,995.21855949,-14.73898972
50.90,6388012.47971228,0.00217536,993.93401310,-14.66810448
51.00,6388080.89493517,0.00218663,992.65768612,-14.59837248
51.10,6388149.17196558,0.00219790,991.38946429,-14.52977247
51.20,6388217.31135399,0.00220916,990.12923541,-14.46228359
51.30,6388285.31364248,0.00222041,988.87688929,-14.39588547
51.40,6388353.17936488,0.00223166,987.63231764,-14.33055810
51.50,6388420.90904687,0.00224290,986.39541414,-14.26628193
51.60,6388488.50320616,0.00225413,985.16607429,-14.20303779
51.70,6388555.96235263,0.00226535,983.94419545,-14.14080691
51.80,6388623.28698845,0.00227657,982.72967678,-14.07957088
51.90,6388690.47760822,0.00228778,981.52241918,-14.01931171
52.00,6388757.53469911,0.00229899,980.32232530,-13.96001172
52.10,6388824.45874100,0.00231019,979.12929944,-13.90165365
52.20,6388891.25020656,0.00232138,977.94324760,-13.84422053
52.30,6388957.90956144,0.00233257,976.76407738,-13.78769577
52.40,6389024.43726433,0.00234375,975.59169797,-13.73206310
52.50,6389090.83376713,0.00235493,974.42602012,-13.67730658
52.60,6389157.09951503,0.00236610,973.26695612,-13.62341059
52.70,6389223.23494665,0.00237726,972.11441974,-13.57035981
52.80,6389289.24049411,0.00238842,970.96832623,-13.51813923
52.90,6389355.11658322,0.00239957,969.82859228,-13.46673416
53.00,6389420.86363350,0.00241072,968.69513600,-13.41613017
53.10,6389486.48205835,0.00242186,967.56787686,-13.36631313
53.20,6389551.97226510,0.00243299,966.44673570,-13.31726918
53.30,6389617.33465517,0.00244412,965.33163471,-13.26898475
53.40,6389682.56962412,0.00245525,964.22249735,-13.22144652
53.50,6389747.67756179,0.00246636,963.11924839,-13.17464143
53.60,6389812.65885234,0.00247748,962.02181386,-13.12855669
53.70,6389877.51387441,0.00248859,960.93012098,-13.08317975
53.80,6389942.24300115,0.00249969,959.84409824,-13.03849829
53.90,6390006.84660038,0.00251079,958.76367526,-12.99450026
54.00,6390071.32503461,0.00252188,957.68878286,-12.95117381
54.10,6390135.67866134,0.00253297,956.61935877,-12.90845947
54.20,6390199.90783472,0.00254405,955.55538113,-12.86602104
54.30,6390264.01290659,0.00255513,954.49682167,-12.82391121
54.40,6390327.99422502,0.00256620,953.44361224,-12.78245865
54.50,6390391.85213300,0.00257727,952.39568581,-12.74165175
54.60,6390455.58696846,0.00258833,951.35297651,-12.70147904
54.70,6390519.19906445,0.00259939,950.31541956,-12.66192924
54.80,6390582.68874916,0.00261045,949.28295130,-12.62299133
54.90,6390646.05634601,0.00262150,948.25550912,-12.58465449
55.00,6390709.30217373,0.00263254,947.23303147,-12.54690813
55.10,6390772.42654649,0.00264358,946.21545783,-12.50974184
55.20,6390835.42977387,0.00265462,945.20272871,-12.47314544
55.30,6390898.31216105,0.00266565,944.19478559,-12.43710894
55.40,6390961.07400881,0.00267668,943.19157093,-12.40162256
55.50,6391023.71561362,0.00268770,942.19302815,-12.36667670
